日期,代码,名称,现价,涨跌幅,换手率,虚拟账本触发数,历史20日胜率,历史20日均益,买入信号强度,操作建议
2026-01-23,688119,中钢洛耐,7.52,6.67%,6.71%,6,83.3%,6.73%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,600135,乐凯胶片,10.6,3.72%,4.97%,6,83.3%,9.57%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,000026,飞亚达,16.93,1.5%,2.11%,7,83.3%,5.39%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,600446,金证股份,16.51,1.1%,2.25%,6,83.3%,8.20%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,600973,宝胜股份,7.73,1.98%,4.29%,12,81.8%,6.92%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,600718,东软集团,11.48,1.5%,2.46%,5,80.0%,7.31%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,002243,力合科创,11.11,1.83%,1.79%,10,77.8%,0.56%,⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,002725,跃岭股份,15.65,1.62%,4.74%,14,76.9%,6.41%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,600829,人民同泰,12.04,6.08%,9.17%,9,75.0%,9.41%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,002905,金逸影视,11.34,2.07%,2.49%,8,71.4%,5.02%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,600828,茂业商业,6.69,2.61%,3.55%,11,70.0%,11.29%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-01-23,000561,烽火电子,13.15,10.04%,11.47%,11,70.0%,7.60%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-01-22,002029,七 匹 狼,12.7,1.93%,3.2%,10,70.0%,4.89%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002423,中粮资本,11.93,1.1%,1.06%,14,7.1%,-6.79%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002405,四维图新,11.24,9.98%,8.92%,6,66.7%,-0.02%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,600748,上实发展,6.19,4.56%,1.62%,12,66.7%,2.30%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,603169,兰石重装,11.72,1.91%,4.55%,7,66.7%,6.71%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-01-23,002382,蓝帆医疗,6.0,1.18%,0.97%,4,66.7%,-0.39%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,603015,弘讯科技,15.81,5.19%,7.85%,17,64.7%,1.76%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002580,圣阳股份,13.47,2.36%,4.17%,11,63.6%,22.34%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-01-23,688505,复旦张江,8.93,2.64%,1.07%,8,62.5%,7.35%,⭐⭐⭐⭐⭐,概率占优，分批建仓
2026-01-23,603106,恒银科技,11.14,0.81%,2.29%,13,61.5%,1.23%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002030,达安基因,6.37,0.95%,1.2%,6,60.0%,5.68%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002643,万润股份,17.72,3.38%,3.97%,5,60.0%,-2.92%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,600651,飞乐音响,8.89,7.11%,2.87%,10,60.0%,7.32%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,000710,贝瑞基因,13.19,1.93%,5.3%,11,60.0%,3.93%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002598,山东章鼓,10.24,1.39%,3.09%,10,60.0%,2.80%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,000917,电广传媒,11.86,4.22%,7.21%,12,58.3%,3.23%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,600650,锦江在线,17.03,5.71%,6.98%,15,58.3%,1.14%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,603811,诚意药业,12.0,1.44%,1.77%,7,57.1%,-2.17%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002059,云南旅游,5.6,0.72%,2.04%,7,57.1%,-0.44%,⭐⭐⭐,概率占优，分批建仓
2026-01-22,002278,神开股份,13.36,4.87%,13.9%,7,57.1%,2.26%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002085,万丰奥威,16.81,2.94%,2.78%,7,57.1%,4.57%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,603138,海量数据,17.94,9.99%,10.84%,16,56.2%,1.21%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,600604,市北高新,5.73,0.88%,1.09%,9,55.6%,4.89%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,600789,鲁抗医药,9.3,0.87%,2.38%,9,55.6%,0.17%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,600120,浙江东方,6.91,2.67%,3.18%,10,55.6%,-2.78%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,600521,华海药业,17.13,2.64%,1.76%,9,55.6%,3.59%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002036,联创电子,12.32,7.98%,12.08%,9,55.6%,-1.27%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,600589,大位科技,9.58,2.13%,10.74%,9,55.6%,3.17%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002600,领益智造,15.89,2.38%,2.76%,9,55.6%,3.20%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002148,北纬科技,9.09,1.34%,3.02%,11,54.5%,5.41%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002774,快意电梯,11.78,4.25%,10.84%,12,54.5%,2.34%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002659,凯文教育,6.56,1.86%,4.8%,14,53.8%,-3.12%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,603766,隆鑫通用,15.63,0.77%,0.79%,13,53.8%,8.77%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002177,御银股份,8.14,1.37%,10.32%,15,53.3%,2.61%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,002908,德生科技,10.4,0.29%,3.24%,16,53.3%,-0.85%,⭐⭐⭐,概率占优，分批建仓
2026-01-22,000678,襄阳轴承,14.94,1.15%,4.5%,17,52.9%,16.71%,⭐⭐⭐,概率占优，分批建仓
2026-01-23,603903,中持股份,13.26,2.08%,3.26%,7,50.0%,-0.49%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,603359,东珠生态,7.18,1.27%,3.33%,6,50.0%,4.96%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,601519,大智慧,13.62,1.72%,2.3%,11,50.0%,7.69%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-22,002413,雷科防务,14.22,9.13%,22.11%,10,50.0%,3.18%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,000821,京山轻机,12.56,5.02%,19.2%,8,50.0%,7.09%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002324,普利特,19.8,4.05%,10.81%,8,50.0%,3.58%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600775,南京熊猫,15.17,3.76%,16.04%,12,50.0%,2.52%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002795,永和智控,7.25,3.87%,8.85%,10,50.0%,0.60%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002670,国盛证券,16.51,2.04%,1.58%,14,50.0%,9.54%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600906,财达证券,6.92,0.73%,1.16%,8,50.0%,0.04%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002394,联发股份,15.51,2.44%,3.89%,16,50.0%,1.09%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,601098,中南传媒,11.35,0.71%,0.67%,2,50.0%,-4.30%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600088,中视传媒,17.37,1.58%,2.31%,10,50.0%,5.10%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-22,002347,泰尔股份,10.24,2.09%,8.44%,17,47.1%,-1.54%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002229,鸿博股份,16.17,0.56%,4.33%,13,46.2%,1.31%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002926,华西证券,9.28,0.87%,0.75%,11,45.5%,-1.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600965,福成股份,6.41,2.4%,3.2%,11,45.5%,1.95%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002171,楚江新材,14.85,3.13%,6.83%,12,45.5%,1.17%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002369,卓翼科技,8.85,1.37%,3.26%,11,45.5%,14.07%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600435,北方导航,17.91,1.99%,6.95%,10,44.4%,-2.29%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,000503,国新健康,10.26,3.32%,3.72%,9,44.4%,-1.48%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002123,梦网科技,12.96,1.57%,3.59%,10,44.4%,4.45%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600909,华安证券,7.34,1.1%,1.91%,9,42.9%,-2.47%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688609,九联科技,10.16,3.99%,5.1%,7,42.9%,5.76%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600203,福日电子,13.35,2.46%,4.44%,7,42.9%,4.16%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002072,凯瑞德,7.58,0.8%,2.48%,8,42.9%,-0.51%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600736,苏州高新,7.16,1.56%,3.83%,8,42.9%,3.90%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002651,利君股份,11.76,0.68%,4.33%,12,41.7%,4.31%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600769,祥龙电业,12.82,1.67%,2.83%,5,40.0%,-0.05%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600353,旭光电子,17.42,1.34%,3.09%,5,40.0%,-3.27%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688472,阿特斯,18.05,11.56%,14.19%,5,40.0%,-0.81%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-22,603278,大业股份,12.88,3.12%,7.17%,6,40.0%,7.10%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-22,002235,安妮股份,10.08,1.0%,5.61%,10,40.0%,2.68%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688373,盟科药业,6.56,1.86%,1.53%,8,37.5%,-0.53%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688189,南新制药,8.93,2.29%,1.86%,11,36.4%,2.63%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002512,达华智能,6.85,3.95%,10.92%,15,33.3%,-7.56%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,603108,润达医疗,17.72,5.48%,7.48%,7,33.3%,1.10%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600637,东方明珠,12.4,4.47%,6.71%,6,33.3%,1.69%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,000989,九芝堂,9.01,1.69%,1.35%,9,33.3%,0.47%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002232,启明信息,19.94,1.27%,2.07%,11,33.3%,5.60%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600318,新力金融,9.02,0.67%,2.32%,13,33.3%,4.53%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002446,盛路通信,12.01,5.91%,16.3%,3,33.3%,-2.79%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,603883,老百姓,16.44,5.93%,6.84%,7,33.3%,-2.72%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600611,大众交通,6.08,3.93%,5.21%,17,33.3%,15.15%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688575,亚辉龙,15.01,1.15%,1.06%,7,33.3%,-3.24%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002708,光洋股份,14.25,0.85%,3.3%,6,33.3%,-2.20%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,000798,中水渔业,10.93,1.49%,3.88%,11,30.0%,-1.36%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,601360,三六零,12.52,2.2%,3.16%,10,30.0%,3.56%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002677,浙江美大,9.62,5.48%,5.1%,10,30.0%,-2.77%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002681,奋达科技,6.88,1.78%,3.89%,10,30.0%,-2.34%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002530,金财互联,10.88,0.65%,3.63%,11,30.0%,-2.03%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-22,002383,合众思壮,11.74,2.35%,4.3%,10,30.0%,-6.07%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,000555,神州信息,17.48,1.1%,3.49%,7,28.6%,-1.14%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,603366,日出东方,9.81,2.08%,3.15%,14,28.6%,-0.95%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002766,索菱股份,6.34,3.26%,6.74%,7,28.6%,-3.71%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,603703,盛洋科技,16.28,3.76%,7.05%,16,26.7%,-6.21%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688588,凌志软件,15.53,1.64%,1.82%,4,25.0%,-5.00%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600212,绿能慧充,8.5,5.46%,9.11%,12,25.0%,-2.33%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,603339,四方科技,14.39,1.91%,2.59%,12,25.0%,-2.21%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,600998,九州通,5.58,5.08%,4.65%,4,25.0%,0.27%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,000650,仁和药业,6.16,1.15%,2.6%,4,25.0%,-0.02%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688238,和元生物,7.74,2.25%,1.8%,4,25.0%,-1.53%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002093,国脉科技,11.86,0.51%,2.18%,9,22.2%,-3.78%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,601921,浙版传媒,8.28,0.73%,0.56%,10,20.0%,-2.41%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,000665,湖北广电,5.73,1.96%,2.95%,17,17.6%,-9.21%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002238,天威视讯,8.64,2.86%,1.5%,7,16.7%,-7.76%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,688046,药康生物,18.7,1.69%,0.73%,6,16.7%,-7.41%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,603208,江山欧派,15.29,0.46%,2.15%,7,14.3%,-4.67%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002846,英联股份,18.18,5.39%,9.62%,7,100.0%,20.12%,⭐⭐⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,603718,海利生物,6.55,1.24%,1.47%,4,100.0%,2.77%,⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,601928,凤凰传媒,10.15,0.3%,0.43%,4,100.0%,0.29%,⭐⭐⭐,历史强势基因，重仓买入
2026-01-23,002521,齐峰新材,8.69,1.88%,1.61%,9,0.0%,-5.34%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-22,600271,航天信息,10.75,2.28%,2.43%,3,0.0%,-8.98%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002642,荣联科技,8.82,1.03%,3.05%,10,0.0%,-9.93%,⭐⭐⭐,历史表现平平，轻仓试错
2026-01-23,002212,天融信,9.45,1.72%,3.44%,4,0.0%,-8.78%,⭐⭐⭐,历史表现平平，轻仓试错
